Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,25,1995,21.3,18.0,17,4.0,10.0,4.0,5.0,13.0,38.5,8.0,11.0,1.0,10.0,8,26.0,7.0,0.0,3,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0.0,0,0,5.9,5.9,0.13,-2.9,-2.9,119.0,5.6,98.0,1.0,4.0,5.0,10.0,1.0,6.0,0.28,6.0,0.0,0.0,0.0,0.0,0.0,833.0,971.0,85.8,11275.0,2149.0,543.0,578.0,93.9,230.0,260.0,88.5,30.0,42.0,71.4,3,7.2,4.6,-4.2,53.0,30.0,43.0,1.0,75.0,26,22,1914,3,3,0,0.14,0.14,0.28,0.14,0.28,13.1,0.28,0.34,0.61,0.28,0.61,938.0,30.0,5.0,2.0,2.0,32,8.0,10.0,3.0,1.0,0.0,3.0,37.0,1163.0,15.0,67.0,359.0,754.0,162.0,1163.0,40.0,68.0,58.8,31.0,29.0,985.0,147.0,0,17,55,5,17,0.0,0.0,0,63.0,14.0,28.0,33.3
Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,13.3,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,9.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,0.23,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,402.0,71.4,8355.0,6213.0,57.0,57.0,100.0,123.0,123.0,100.0,106.0,219.0,48.4,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,15,15,1197,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,141.0,31.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,446.0,393.0,445.0,1.0,0.0,0.0,446.0,0.0,0.0,,1.0,0.0,175.0,0.0,0,2,1,0,1,0.0,1.0,0,11.0,2.0,0.0,100.0
Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,1995,11.7,9.0,5,0.0,8.0,1.0,2.0,8.0,25.0,6.0,10.0,2.0,8.0,7,16.0,10.0,0.0,0,19,5,26.3,1.62,0.43,0.0,0.0,25.6,2.0,0,0,0.8,0.8,0.04,-0.8,-0.8,30.0,2.56,18.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,433.0,74.4,5029.0,1365.0,177.0,197.0,89.8,110.0,133.0,82.7,23.0,72.0,31.9,0,0.8,1.0,-0.8,10.0,31.0,9.0,3.0,25.0,24,12,1054,0,2,0,0.0,0.0,0.0,0.0,0.0,1.5,0.06,0.06,0.13,0.06,0.13,360.0,72.0,39.0,0.0,8.0,57,2.0,29.0,17.0,11.0,0.0,1.0,11.0,531.0,9.0,67.0,282.0,189.0,9.0,531.0,8.0,17.0,47.1,19.0,5.0,340.0,38.0,0,13,38,0,5,0.0,0.0,0,64.0,5.0,18.0,21.7
Mason Greenwood,eng ENG,"FW,MF",Manchester Utd,eng Premier League,19,2001,14.1,15.0,9,9.0,1.0,5.0,3.0,9.0,33.3,6.0,5.0,0.0,5.0,1,16.0,6.0,0.0,5,48,18,37.5,3.4,1.27,0.1,0.28,19.1,0.0,0,0,4.9,4.9,0.1,0.1,0.1,52.0,3.68,42.0,0.0,6.0,2.0,2.0,0.0,7.0,0.5,6.0,0.0,0.0,1.0,0.0,0.0,394.0,501.0,78.6,6461.0,1375.0,204.0,236.0,86.4,137.0,162.0,84.6,37.0,64.0,57.8,1,1.9,1.3,-0.9,17.0,31.0,13.0,3.0,23.0,18,16,1271,5,1,0,0.35,0.07,0.42,0.35,0.42,6.9,0.35,0.14,0.49,0.35,0.49,483.0,15.0,2.0,7.0,14.0,34,0.0,12.0,10.0,2.0,0.0,3.0,11.0,640.0,6.0,75.0,274.0,303.0,57.0,640.0,32.0,52.0,61.5,26.0,16.0,504.0,66.0,0,15,16,3,9,0.0,0.0,0,55.0,4.0,8.0,33.3
Sam Greenwood,eng ENG,"MF,FW",Leeds United,eng Premier League,19,2002,2.6,8.0,5,0.0,5.0,3.0,4.0,7.0,57.1,3.0,3.0,0.0,3.0,2,10.0,1.0,0.0,0,4,0,0.0,1.52,0.0,0.0,,20.3,1.0,0,0,0.4,0.4,0.09,-0.4,-0.4,5.0,1.91,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,54.0,80.0,67.5,731.0,134.0,30.0,37.0,81.1,18.0,24.0,75.0,1.0,10.0,10.0,2,0.4,0.0,1.6,4.0,5.0,1.0,0.0,5.0,7,1,237,0,0,0,0.0,0.76,0.76,0.0,0.76,0.8,0.14,0.16,0.29,0.14,0.29,75.0,4.0,2.0,1.0,0.0,6,0.0,1.0,1.0,0.0,0.0,1.0,2.0,107.0,2.0,15.0,61.0,33.0,6.0,107.0,2.0,5.0,40.0,1.0,0.0,60.0,13.0,0,7,2,2,5,0.0,0.0,0,14.0,2.0,3.0,40.0
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,de Bundesliga,27,1994,15.5,19.0,8,4.0,10.0,5.0,2.0,15.0,13.3,13.0,18.0,2.0,16.0,6,25.0,30.0,0.0,9,41,17,41.5,2.65,1.1,0.2,0.47,16.5,4.0,1,1,5.6,4.8,0.12,3.4,3.2,20.0,1.29,16.0,0.0,1.0,2.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,244.0,415.0,58.8,3511.0,947.0,138.0,211.0,65.4,84.0,138.0,60.9,9.0,28.0,32.1,0,1.2,0.7,-1.2,8.0,29.0,8.0,3.0,27.0,25,15,1392,8,3,0,0.58,0.0,0.58,0.52,0.52,6.1,0.36,0.08,0.44,0.31,0.39,385.0,28.0,2.0,2.0,1.0,10,8.0,0.0,0.0,0.0,0.0,2.0,7.0,609.0,35.0,72.0,323.0,219.0,60.0,608.0,5.0,20.0,25.0,39.0,14.0,383.0,65.0,0,17,13,5,8,0.0,0.0,0,58.0,79.0,48.0,62.2
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,449.0,276.0,6.0,6.0,100.0,8.0,8.0,100.0,6.0,17.0,35.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,,0.0,0.0,11.0,0.0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,
Clement Grenier,fr FRA,MF,Mallorca,es La Liga,30,1991,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,1,1,1,100.0,1.5,1.5,1.0,1.0,4.4,0.0,0,0,0.6,0.6,0.6,0.4,0.4,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,41.0,70.7,434.0,43.0,15.0,18.0,83.3,13.0,17.0,76.5,0.0,3.0,0.0,0,0.0,0.1,0.0,1.0,6.0,0.0,0.0,0.0,5,0,60,1,1,0,1.5,0.0,1.5,1.5,1.5,0.6,0.9,0.04,0.93,0.9,0.93,39.0,2.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,48.0,1.0,12.0,23.0,14.0,4.0,48.0,0.0,1.0,0.0,0.0,1.0,31.0,3.0,0,2,0,0,0,0.0,0.0,0,4.0,1.0,2.0,33.3
Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,de Bundesliga,30,1990,27.1,60.0,31,38.0,19.0,3.0,39.0,62.0,62.9,23.0,38.0,13.0,25.0,43,103.0,100.0,1.0,1,7,2,28.6,0.26,0.07,0.14,0.5,12.0,0.0,0,0,0.8,0.8,0.11,0.2,0.2,8.0,0.3,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,878.0,78.5,13294.0,4206.0,240.0,269.0,89.2,346.0,393.0,88.0,86.0,168.0,51.2,0,0.1,0.3,-0.1,2.0,42.0,1.0,0.0,40.0,29,28,2439,1,7,0,0.04,0.0,0.04,0.04,0.04,0.9,0.03,0.01,0.03,0.03,0.03,845.0,31.0,31.0,1.0,5.0,1,0.0,0.0,0.0,0.0,0.0,2.0,19.0,1177.0,133.0,630.0,514.0,44.0,18.0,1177.0,4.0,7.0,57.1,24.0,8.0,572.0,4.0,0,32,16,0,31,0.0,1.0,2,148.0,56.0,43.0,56.6
Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,30,1990,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,14.0,14.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,
Antoine Griezmann,fr FRA,FW,Barcelona,es La Liga,30,1991,2.9,13.0,5,3.0,10.0,0.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,3,16.0,5.0,0.0,0,4,0,0.0,1.37,0.0,0.0,,13.7,0.0,0,0,0.4,0.4,0.11,-0.4,-0.4,5.0,1.71,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,86.0,101.0,85.1,1518.0,351.0,37.0,43.0,86.0,22.0,25.0,88.0,16.0,17.0,94.1,0,0.0,0.1,0.0,0.0,9.0,0.0,0.0,9.0,3,3,263,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.0,0.15,0.15,0.15,99.0,2.0,2.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,139.0,5.0,23.0,77.0,40.0,7.0,139.0,3.0,7.0,42.9,5.0,9.0,104.0,12.0,0,2,4,0,5,0.0,0.0,0,9.0,4.0,6.0,40.0
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,30,1991,18.8,30.0,14,11.0,15.0,4.0,12.0,32.0,37.5,20.0,18.0,1.0,17.0,7,37.0,18.0,0.0,3,43,14,32.6,2.28,0.74,0.07,0.21,16.3,3.0,0,0,5.3,5.3,0.12,-2.3,-2.3,49.0,2.6,36.0,8.0,1.0,1.0,2.0,1.0,10.0,0.53,8.0,0.0,1.0,0.0,0.0,1.0,544.0,704.0,77.3,7532.0,1658.0,315.0,373.0,84.5,143.0,186.0,76.9,35.0,61.0,57.4,4,3.4,3.0,0.6,26.0,38.0,12.0,0.0,37.0,26,21,1695,3,3,0,0.16,0.21,0.37,0.16,0.37,8.7,0.28,0.18,0.46,0.28,0.46,653.0,46.0,12.0,5.0,8.0,34,7.0,22.0,14.0,4.0,0.0,5.0,11.0,884.0,17.0,103.0,419.0,373.0,69.0,884.0,19.0,29.0,65.5,33.0,24.0,653.0,114.0,0,18,27,10,14,0.0,0.0,0,72.0,31.0,53.0,36.9
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,28,1993,30.8,27.0,15,9.0,13.0,5.0,9.0,26.0,34.6,17.0,12.0,2.0,10.0,13,40.0,28.0,0.0,9,62,18,29.0,2.01,0.58,0.06,0.22,22.7,18.0,5,6,10.2,5.4,0.09,-1.2,-1.4,141.0,4.57,79.0,45.0,3.0,10.0,4.0,0.0,21.0,0.68,13.0,7.0,0.0,0.0,1.0,0.0,1043.0,1428.0,73.0,17809.0,6429.0,524.0,610.0,85.9,332.0,441.0,75.3,138.0,276.0,50.0,7,8.1,8.3,-1.1,66.0,93.0,58.0,10.0,122.0,34,33,2775,4,0,0,0.29,0.23,0.52,0.13,0.36,13.6,0.33,0.26,0.59,0.18,0.44,1217.0,203.0,95.0,7.0,8.0,169,11.0,85.0,58.0,23.0,1.0,8.0,27.0,1679.0,38.0,207.0,780.0,710.0,72.0,1673.0,37.0,60.0,61.7,48.0,28.0,1100.0,95.0,0,11,27,1,15,0.0,0.0,0,160.0,17.0,19.0,47.2
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,47.0,72.3,792.0,519.0,14.0,14.0,100.0,11.0,11.0,100.0,8.0,21.0,38.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,23.0,0.0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,de Bundesliga,25,1995,16.6,37.0,19,15.0,21.0,1.0,17.0,31.0,54.8,14.0,18.0,7.0,11.0,29,66.0,36.0,1.0,0,8,2,25.0,0.48,0.12,0.0,0.0,26.0,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,38.0,2.29,33.0,1.0,2.0,1.0,1.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,940.0,1062.0,88.5,19549.0,7333.0,288.0,310.0,92.9,471.0,503.0,93.6,158.0,197.0,80.2,0,0.7,1.2,-0.7,11.0,95.0,15.0,3.0,75.0,18,16,1496,0,7,0,0.0,0.0,0.0,0.0,0.0,1.4,0.04,0.04,0.08,0.04,0.08,977.0,82.0,75.0,1.0,8.0,11,3.0,0.0,0.0,0.0,0.0,3.0,16.0,1205.0,114.0,483.0,649.0,85.0,6.0,1205.0,5.0,8.0,62.5,9.0,5.0,785.0,14.0,0,12,24,0,19,0.0,1.0,0,125.0,23.0,26.0,46.9
Arnaut Groeneveld,nl NED,FW,Villarreal,es La Liga,24,1997,16.4,7.0,6,3.0,0.0,4.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,2,9.0,3.0,0.0,10,59,25,42.4,3.61,1.53,0.12,0.28,15.1,2.0,3,3,11.8,10.1,0.17,-1.8,-3.1,39.0,2.38,23.0,0.0,10.0,4.0,1.0,1.0,6.0,0.37,3.0,0.0,2.0,1.0,0.0,0.0,278.0,380.0,73.2,3576.0,635.0,195.0,227.0,85.9,53.0,82.0,64.6,12.0,25.0,48.0,3,2.5,1.5,0.5,15.0,4.0,14.0,4.0,16.0,23,17,1472,7,1,0,0.61,0.18,0.79,0.43,0.61,12.6,0.72,0.15,0.88,0.62,0.77,352.0,26.0,0.0,1.0,4.0,27,3.0,13.0,5.0,2.0,0.0,2.0,11.0,547.0,7.0,35.0,130.0,387.0,123.0,544.0,33.0,61.0,54.1,33.0,18.0,438.0,137.0,0,3,18,17,6,0.0,0.0,0,31.0,3.0,8.0,27.3
Pascal Gross,de GER,"MF,DF",Brighton,eng Premier League,30,1991,22.6,28.0,15,15.0,11.0,2.0,12.0,33.0,36.4,21.0,34.0,8.0,26.0,18,46.0,23.0,0.0,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1.0,0,1,3.1,2.3,0.1,-1.1,-0.3,99.0,4.37,55.0,37.0,2.0,5.0,0.0,0.0,7.0,0.31,2.0,3.0,1.0,1.0,0.0,0.0,1012.0,1345.0,75.2,18387.0,5413.0,446.0,508.0,87.8,397.0,481.0,82.5,135.0,267.0,50.6,4,6.7,4.6,-2.7,60.0,94.0,37.0,12.0,85.0,29,24,2038,2,1,0,0.09,0.18,0.26,0.09,0.26,9.0,0.14,0.3,0.43,0.1,0.4,1131.0,206.0,67.0,8.0,17.0,189,37.0,100.0,39.0,57.0,0.0,8.0,30.0,1522.0,43.0,228.0,696.0,603.0,58.0,1521.0,9.0,18.0,50.0,27.0,15.0,996.0,85.0,0,15,6,4,15,0.0,0.0,0,119.0,15.0,21.0,41.7
Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,26,1995,10.8,22.0,11,10.0,10.0,2.0,8.0,21.0,38.1,13.0,11.0,2.0,9.0,9,31.0,15.0,0.0,0,10,0,0.0,0.93,0.0,0.0,,24.8,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,16.0,1.48,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,244.0,319.0,76.5,4734.0,1686.0,83.0,101.0,82.2,116.0,137.0,84.7,39.0,58.0,67.2,0,0.2,0.2,-0.2,4.0,13.0,4.0,1.0,24.0,17,9,970,0,7,0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.02,0.07,0.05,0.07,315.0,3.0,1.0,1.0,4.0,4,2.0,0.0,0.0,0.0,0.0,1.0,8.0,412.0,24.0,118.0,240.0,59.0,4.0,412.0,3.0,3.0,100.0,11.0,8.0,217.0,5.0,0,28,4,0,11,0.0,0.0,0,70.0,10.0,14.0,41.7
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,29.5,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,8.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,982.0,79.0,17570.0,10058.0,241.0,242.0,99.6,345.0,348.0,99.1,171.0,369.0,46.3,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,30,30,2655,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,254.0,53.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1038.0,916.0,1035.0,3.0,0.0,0.0,1038.0,0.0,0.0,,1.0,0.0,485.0,0.0,0,1,2,0,0,0.0,1.0,0,22.0,8.0,1.0,88.9
Andres Guardado,mx MEX,MF,Betis,es La Liga,34,1986,15.5,30.0,13,12.0,17.0,1.0,13.0,34.0,38.2,21.0,18.0,4.0,14.0,21,51.0,29.0,1.0,0,15,3,20.0,0.97,0.19,0.0,0.0,24.5,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1,33.0,2.13,30.0,0.0,0.0,2.0,0.0,1.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,798.0,954.0,83.6,15233.0,4717.0,333.0,372.0,89.5,328.0,367.0,89.4,119.0,176.0,67.6,1,0.4,0.5,0.6,10.0,88.0,7.0,0.0,71.0,28,17,1393,0,4,0,0.0,0.06,0.06,0.0,0.06,1.5,0.07,0.03,0.1,0.07,0.1,903.0,46.0,32.0,1.0,14.0,9,13.0,1.0,0.0,1.0,0.0,5.0,9.0,1102.0,48.0,277.0,708.0,130.0,13.0,1102.0,6.0,10.0,60.0,15.0,4.0,742.0,14.0,0,24,18,0,13,0.0,1.0,0,100.0,12.0,32.0,27.3
Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,30,1991,19.0,10.0,9,3.0,5.0,2.0,1.0,21.0,4.8,20.0,14.0,2.0,12.0,4,14.0,17.0,0.0,8,50,16,32.0,2.63,0.84,0.14,0.44,14.5,0.0,1,1,7.7,6.9,0.14,0.3,0.1,40.0,2.11,25.0,1.0,4.0,5.0,4.0,1.0,6.0,0.32,3.0,0.0,0.0,1.0,1.0,1.0,270.0,403.0,67.0,3792.0,824.0,168.0,223.0,75.3,67.0,97.0,69.1,16.0,24.0,66.7,2,2.2,1.9,-0.2,15.0,10.0,12.0,2.0,22.0,32,20,1710,7,3,0,0.42,0.11,0.53,0.37,0.47,9.1,0.41,0.12,0.52,0.37,0.48,381.0,21.0,2.0,2.0,5.0,16,2.0,0.0,0.0,0.0,0.0,1.0,16.0,610.0,19.0,51.0,245.0,320.0,83.0,609.0,13.0,20.0,65.0,58.0,32.0,457.0,100.0,0,29,29,14,9,1.0,0.0,0,47.0,23.0,45.0,33.8
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,29,1991,11.6,16.0,7,10.0,4.0,2.0,5.0,8.0,62.5,3.0,14.0,9.0,5.0,22,38.0,37.0,0.0,0,4,1,25.0,0.34,0.09,0.0,0.0,25.2,1.0,0,0,0.1,0.1,0.04,-0.1,-0.1,8.0,0.69,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,675.0,89.2,10848.0,3055.0,235.0,254.0,92.5,308.0,331.0,93.1,47.0,68.0,69.1,0,0.1,0.2,-0.1,2.0,27.0,0.0,0.0,17.0,21,9,1046,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.01,0.02,0.01,0.02,655.0,19.0,16.0,0.0,6.0,0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,790.0,88.0,394.0,370.0,30.0,3.0,790.0,0.0,0.0,,7.0,2.0,525.0,5.0,0,15,9,0,7,0.0,0.0,0,73.0,29.0,8.0,78.4
Gabriel Gudmundsson,se SWE,"DF,MF",Lille,fr Ligue 1,22,1999,14.9,43.0,31,24.0,16.0,3.0,17.0,35.0,48.6,18.0,15.0,3.0,12.0,20,63.0,13.0,0.0,1,19,6,31.6,1.27,0.4,0.05,0.17,17.0,0.0,0,0,2.4,2.4,0.13,-1.4,-1.4,27.0,1.81,19.0,1.0,4.0,2.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,512.0,719.0,71.2,8113.0,2483.0,270.0,308.0,87.7,194.0,255.0,76.1,37.0,94.0,39.4,0,1.0,0.8,-1.0,11.0,36.0,6.0,4.0,30.0,30,15,1344,1,3,0,0.07,0.0,0.07,0.07,0.07,3.4,0.16,0.07,0.23,0.16,0.23,607.0,107.0,8.0,0.0,1.0,62,99.0,0.0,0.0,0.0,0.0,5.0,34.0,890.0,29.0,246.0,407.0,253.0,29.0,890.0,22.0,40.0,55.0,29.0,20.0,530.0,42.0,0,27,20,5,31,0.0,0.0,0,79.0,16.0,20.0,44.4
Noah Guede-Nadje,fr FRA,MF,Angers,fr Ligue 1,17,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
Goncalo Guedes,pt POR,"FW,MF",Valencia,es La Liga,24,1996,29.0,21.0,14,6.0,7.0,8.0,2.0,22.0,9.1,20.0,14.0,0.0,14.0,9,30.0,1.0,0.0,11,67,24,35.8,2.31,0.83,0.15,0.42,21.9,3.0,1,2,6.6,4.9,0.07,4.4,5.1,104.0,3.59,60.0,13.0,13.0,6.0,12.0,0.0,19.0,0.66,10.0,1.0,4.0,1.0,3.0,0.0,563.0,878.0,64.1,9510.0,3315.0,284.0,370.0,76.8,181.0,275.0,65.8,65.0,130.0,50.0,6,5.2,4.8,0.8,43.0,52.0,52.0,15.0,80.0,36,30,2606,10,3,0,0.38,0.21,0.59,0.35,0.55,10.1,0.23,0.18,0.41,0.17,0.35,782.0,93.0,24.0,7.0,16.0,110,29.0,31.0,14.0,10.0,0.0,3.0,42.0,1188.0,5.0,81.0,428.0,707.0,88.0,1187.0,64.0,124.0,51.6,99.0,46.0,910.0,169.0,0,37,74,5,14,1.0,0.0,0,108.0,16.0,29.0,35.6
